Artist,Song,Lyrics
Justin Bieber,No Sense,"It don't make no sense 'less I'm doing it with you
It don't make no sense 'less I'm doing it with you

The sun don't set the same
'Less you're watching it go down with me
The bed won't sleep the same
'Less you're waking up in here with me
Oh, my heart's a vacant house
When you're gone away, it's so empty
And love don't make sense when it's empty (Oh no)

I've driven almost every car
It ain't the same when I'm without you
Been around a million stars
None of them shine brighter than you
The sky be so dark now without you
Yeah, ooh, baby

It don't make no sense
'Less I'm doing it with you
It don't make no sense
'Less I'm doing it with you
Oh been around the world
Ain't the same without you
It don't make no sense
'Less I'm doing it with you

Focus ain't the same
If the picture ain't got you in it
In every line my
Emotions ain't the same
If it ain't about you, I don't get it
Ever since the beginning now
You had that effect on me
All I wanna do is you, oh
I mean that so literally
Don't nobody go harder than you
All of the angels must be lonely now, without you, woah

It don't make sense, no
It don't make no sense
'Less I'm doing it with you
'Less I'm doing it with you baby
It don't make no sense
'Less I'm doing it with you
I only want to hear your voice, yeah
Oh, been around the world
Ain't the same without you
Had to find out the hard way
It don't make sense, no
It don't make no sense
'Less I'm doing it with you
(Going way up, way up)
It don't make no sense
'Less I'm doing it with you
(Way up, way up, way up)
(Yeah, slow down stay up, stay up, stay up)
It don't make no sense
'Less I'm doing it with you

Time and time again I break a plan
Without you, girl I ain't the man
Could never be all I can be
You overstand, I'm incomplete
Apparently, gotta know I hate that
How I'm supposed to take that?
Boo'd up, missing all of that
Gotta be laying in that
Rolled up, put a flame to that
Thought by now you would have made it back
Be patient
Won't you pull up to me now?
Live forever young
It’s amazing
I don't want to sleep 'less you at home

It don't make sense, no
It don't make no sense
'Less I'm doing it with you
No, It don't make sense
It don't make no sense
'Less I'm doing it with you
No, it don't make sense
It don't make sense
It don't make no sense
'Less I'm doing it with you
(Alright, yeah, alright)"
Justin Bieber,Company,"Can we, we keep
Keep each other company?
Maybe we, can be
Be each other's company
Oh company

Let's end each other's lonely nights
Be each other's paradise
Need a picture for my frame
Someone to share my reign
Tell me what you wanna drink
I'll tell you what I got in mind
Oh, I don't know your name
But I feel like that's gonna change

You ain't gotta be my lover
For you to call me baby
Never been about no pressure
Ain't that serious

Can we, we keep
Keep each other company? (Oh)
Maybe we, can be
Be each other's company
Oh company

Oooooooooh
Oooooooooh
Oooooooooh
Oooooooooh

It ain't about the complications
I'm all about the elevation
We can keep it goin' up
Oh, don't miss out on us
Just wanna have a conversation
Forget about the obligations
Maybe we can stay in touch
Oh that ain't doin' too much

You ain't gotta be my lover
For me to call you baby
Never been about no pressure
Ain't that serious, no

Can we, we keep
Keep each other company?
Maybe we, can be
Be each other's company
Oh company

Yeah yeah
Oooooooooooh
Oooooooooooh
Oooooooooooh
Oooooooooooh

Can we be, can we be
Be each other's company?
Be each other's company (Oh)
Just be each other's company
Be each others company (Oh, oh-oh-oh)
Can we, we keep
Keep each other company? (Oh)
Maybe we, can be
Be each other's company
Oh company"
Justin Bieber,The Feeling,"You are to me
A part of me just like anatomy
You're pulling me
You're pulling me in like you're gravity

I'm notorious for thinking you're full of beautiful
Instead of hollow
Sugar on your lips, it starts to kill
Jagged like a pill, so hard to swallow

Am I in love with you? Am I in love with you?
Or am I in love with the feeling?
I'm trying to find the truth, trying to find the truth
But sometimes the heart is deceiving
Can't get out of my head and I need you to save me
If I am delusional then maybe I'm crazy
In love with you, am I in love with you?
Or am I in love with the feeling?

You give to me
Everything, anything that I could dream
And at least that's what it seems
Could it be I don't know what's good for me?

I'm notorious for thinking you're full of beautiful
Instead of hollow
Sugar on your lips, it starts to kill
Jagged like a pill, so hard to swallow

Am I in love with you? Am I in love with you?
Or am I in love with the feeling?
I'm trying to find the truth, trying to find the truth
But sometimes the heart is deceiving
Can't get out of my head and I need you to save me
If I am delusional then maybe I'm crazy
In love with you, am I in love with you?
Or am I in love with the feeling?

I'm sinking faster and faster
Between heaven and disaster
Sorry if I make you feel like
I'm standing on the borderline

Am I in love with you? Am I in love with you?
Or am I in love with the feeling?
I'm trying to find the truth, trying to find the truth
But sometimes the heart is deceiving
Can't get out of my head and I need you to save me
If I am delusional then maybe I'm crazy
In love with you, am I in love with you?
Or am I in love with the feeling?"
Justin Bieber,No Pressure,"You ain't gotta answer none of my calls
I'm believing you'll pick up one day
I don't wanna add to your pain at all
I'm praying that time makes a change in your life
I'm realizing how much you made a change in my life
And I don't wanna spend it with nobody else
Hear me? Don't nobody deserve myself
Oh no, baby what I'm saying is

You ain't gotta make your mind up
You ain't gotta make your mind up right now
Right now, don't rush, no pressure
You ain't gotta make your mind up
You ain't gotta make your mind up right now
Calm down, don't rush, no pressure

Thought that you were in it for the paper
Never thought I'd take you serious
Now I need you, not a moment later
Losin' it, I'm so delirious
And I'ma put up a fight for it
Never give up a love like this
Finally I found someone
That can do me like no other
Talking to my conscience
I made a few mistakes
I did it to myself
I'm the only one to blame
I know you need a little while to believe again
To love again

You ain't gotta make your mind up
You ain't gotta make your mind up right now
Right now, don't rush, no pressure
You ain't gotta make your mind up
You ain't gotta make your mind up right now
I'll be waiting for you
Don't rush, no pressure
You ain't gotta make your mind up
You ain't gotta make your mind up right now
Right now, don't rush, no pressure
You ain't gotta make your mind up
You ain't gotta make your mind up right now
Don't rush, no pressure

Put my key in the ignition
Don't rush it girl, just stretch it out for me
I know that you ain’t got no place to be
Girl I need your attention
And every time I see you make that face
I wanna love you all over the place
Don't do it, baby
Don't do it to me, no, no

I know you don't wanna talk, right
We've been on and off like the cross lights
You heard I'm playin' with them hoes like I golf, right?
When I touch you, I get frostbite
Girl you're so cold, so cold, so cold
How we so young but livin' so old?
In the bed together but we sleepin' solo
That could drive you loco
You supposed to be my uno, Yoko Ono
Oh no, round two again
We've been fighting more than Ryu and Ken
Last time we argued eight straight days
I learned my lesson, I got straight As
And I know it's deeper than masseuses
Oh, you know I eat the cookie like I'm Lucious
Go ahead and take the time
But it's a waste of time if your waist ain't on mine
Think about it

You ain't gotta make your mind up
(make your mind up)
You ain't gotta make your mind up right now
(right now)
Don't rush, no pressure
(there ain't no pressure)
You ain't gotta make your mind up
(no ohh)
You ain't gotta make your mind up right now
(I'll be waiting for you)
Don't rush, no pressure
(baby don't rush)
You ain't gotta make your mind up
You ain't gotta make your mind up right now
Don't rush, no pressure
(You can take it easy now)
You ain't gotta make your mind up
You ain't gotta make your mind up right now
(And I'll still be right here)
Don't rush , no pressure

Say yeah, say yeah
You ain't gotta make your mind up now
Know I did you wrong
Let your heart heal
Don't rush, no pressure"
Justin Bieber,Boyfriend,"If I was your boyfriend, I’d never let you go
I can take you places you ain’t never been before
Baby, take a chance, or you’ll never ever know
I got money in my hands that I’d really like to blow
Swag swag swag, on you
Chillin' by the fire while we eating fondue
I dunno about me, but I know about you
So say hello to falsetto in three, two, swag

I’d like to be everything you want
Hey girl, let me talk to you

If I was your boyfriend, I'd never let you go
Keep you on my arm, girl, you’d never be alone
I can be a gentleman, anything you want
If I was your boyfriend, I’d never let you go, I’d never let you go

Tell me what you like, yeah, tell me what you don’t
I could be your Buzz Lightyear, fly across the globe
I don’t never wanna fight, yeah, you already know
I‘ma a make you shine bright, like you’re laying in the snow, burr
Girlfriend, girlfriend, you could be my girlfriend
You could be my girlfriend until the-the-the world ends
Make you dance, do a spin, and a twirl, and
Voice goin' crazy on this hook, like a whirl wind
Swaggie

I’d like to be everything you want
Hey girl, let me talk to you

If I was your boyfriend, I'd never let you go
Keep you on my arm girl, you’d never be alone
I can be a gentleman, anything you want
If I was your boyfriend, I’d never let you go, I’d never let you go

So give me a chance, ‘cause you’re all I need, girl
Spend a week with your boy, I’ll be calling you my girlfriend
If I was your man, I’d never leave you girl
I just want to love and treat you right

If I was your boyfriend, I'd never let you go (Oh yeah)
Keep you on my arm, girl, you’d never be alone (Never be alone)
And I could be a gentleman (A gentleman, ooh), anything you want
If I was your boyfriend (boyfriend), I’d never let you go, I’d never let you go (If I was your boyfriend)

(Uh) Na na na, (Yeah) na na na, (Uh) na na na, yeah girl
(Uh) Na na na, (Yeah) na na na, yeah, if I was your boyfriend
(Uh) Na na na, (Yeah) na na na, (Uh) na na na, hey
(Uh) Na na na, (Yeah) na na na, hey, if I was your boyfriend"
Justin Bieber,All That Matters,"Oh-oh, just as sure as the stars in the sky
I need you to shine in my life
Not just for the meanwhile, for a long long time
Better believe it
Oh-oh, whenever you're not in my presence
It feels like I'm missing my blessings, yeah
So I sleep through the daylight, stay awake all night
'Til you're back again, oh yeah, yeah
You think I'm biased, to my significant other
You hit it right on the head, only been missing my lover
Got a whole lot of texts in my phone and I don't reply
But the next eight bars tell you why

You're all that matters to me, yeah yeah
Ain't worried about nobody else
If I ain't with you, I ain't myself
You make me complete
You're all that matters to me, yeah yeah
What's a king bed without a queen?
There ain't no ""I"" in team
You make me complete
You're all that matters to me

Take the gas out the car, it won't drive
That's how I feel when you're not by my side
When I wake up in the morning up under you
And only you
Oh-oh, I'm grateful for your existence
Faithful no matter the distance
You're the only girl I see
From the bottom of my heart, please believe

You're all that matters to me, yeah yeah
Ain't worried about nobody else
If I ain't with you, I ain't myself
You make me complete
You're all that matters to me, yeah yeah
What's a king bed without a queen?
There ain't no ""I"" in team
You make me complete
You're all that matters to me

Yeah yeah, yeah yeah
You're all that matters to me
Yeah yeah, yeah yeah
You're all that matters to me"
Justin Bieber,Hold Tight,"Yeah, yeah, yeah
Happy birthday

That hold on tight
Yeah that hold on tight, ooh that hold on tight
Them lips won't let me go
Lips won't let me go, lips won't let me go oh
Hold on tight, that hold on tight
Yeah hold on tight, that hold on tight
Ooh that hold on tight
Them lips won't let me go

Don't let this go to your head
But you're the best I've ever had
Not to mention that thing is swollen
You got me oh so in a trance
Something like a ziploc, but a lip lock
Want you wrapped around my arm like a wrist watch
Oh so hard walking out
Got me stuck like krazy glue, ooh

That hold on tight
Yeah that hold on tight, ooh that hold on tight
Them lips won't let me go
Lips won't let me go, lips won't let me go oh
Hold on tight, that hold on tight
Yeah hold on tight, that hold on tight
Ooh that hold on tight
Them lips won't let me go

Got me tossing turning in the bed
Your place is where I'd rather be instead
You don't know your strength
Missing you is like adrenaline
Ooh when you got me in a gridlock, what a great spot
With a turned up kind of loving, it just won't stop
No, so hard walking out
Got me stuck like krazy glue, ooh-wee

That hold on tight
Yeah that hold on tight, ooh that hold on tight
Them lips won't let me go
Lips won't let me go, lips won't let me go oh
Hold on tight, that hold on tight
Yeah hold on tight, that hold on tight
Ooh that hold on tight
Them lips won't let me go

Oh baby, holding back the faces I would make
I'm a fan and you're the rockstar, making it hard on me
Visualise a monster, cause you're too bad for me
Shot that arrow I'm hit, need you right near me
I try to maintain
So don't mind if I turn away, no no
I try to maintain
So don't mind if I turn away, ooh

That hold on tight
Yeah that hold on tight, ooh that hold on tight
Them lips won't let me go
Lips won't let me go, lips won't let me go oh
Hold on tight, that hold on tight
Yeah hold on tight, that hold on tight
Ooh that hold on tight
Them lips won't let me go"
Justin Bieber,Never Say Never,"Never say never
Yeah, never ever ever ever ever
(pick it up pick it up...)
Yeah, yeah never ever ever ever ever

See I never thought that I could walk through fire
I never thought that I could take the burn
I never had the strength to take it higher
Until I reached the point of no return

And there's just no turning back
When your heart's under attack
Gonna give everything I have
It's my destiny

I will never say never, I will fight
I will fight 'til forever, to make it right
Whenever you knock me down, I will not stay on the ground
Pick it up, pick it up, pick it up, pick it up up up and never say never
Never say never
Never say never
Never say never
Never say it, never never say it

I never thought I could feel this power
I never thought that I could feel this free
I'm strong enough to climb the highest tower
And I'm fast enough to run across the sea

Cause there's just no turning back (oh no)
When your heart's under attack (oh no)
Gonna give everything I have
Cause this is my destiny

I will never say never, I will fight
I will fight 'til forever, to make it right
Whenever you knock me down
I will not stay on the ground
Pick it up, pick it up, pick it up, pick it up up up
And never say never

Here we go, Guess who?
J Smith and JB, uh huh
I gotcha lil bro, I can handle them
Hold up, aight? I can handle them
Now he's bigger than me, taller than me
And he's older than me and stronger than me
And his arms a little bit longer than me
But he ain't on a JB song with me
I be trying a chill, they be trying to sour the thrill
No pun intended, was raised by the power of Will
Like Luke with the force, if push comes to shove
Like Kobe in the 4th, ice water for blood, let's go
I gotta be the best, and yes, we're the flyest
Like David and Goliath, I conquered the giant
So now I got the world in my hand
I was born from two stars, so the moon's where I land, I'm gone

I will never say never, I will fight
I will fight 'til forever, to make it right
Whenever you knock me down
I will not stay on the ground
Pick it up, pick it up, pick it up, pick it up up up
And never say never
Say never
I will never say never (never say it, never never say it)
Say never
I will fight to forever to make it right
Whenever you knock me down
I will not stay on the ground
Pick it up, pick it up, pick it up, pick it up up up and never say never

Never say never, never say never, never say it
Never say never and never say never, never say it
Never say never, never say never, never say it
And never say never
Never say never and never say never (never say it)
Never say never and never say never (never say it)
Never say never and never say never
And never say never"
Justin Bieber,Heartbreaker,"Girl you don't know how I feel, how I really feel
Since you been away, oh baby
Any chance that you could take my call? Take my call
If I dialed you today, oh

Girl you say that you don't wanna talk, but it's cool
I've been thinking about you all day long, hoping you pick up your phone
Girl I know that I don't wanna lose your love
Oh baby, oh baby

Oh girl I got a secret place that we can go
Cause I really wanna be alone
And baby nobody else gotta know
Just meet me later on the low
Don't tell me you're my heartbreaker
Cause girl my heart's breaking, heartbreaker
Don't tell me you're my heartbreaker
Cause girl my heart's breaking, heartbreaker

Girl you see me standing here, standing here
Standing in the rain, oh baby
Any chance you could stay right here, yeah yeah
And never go away?

Girl you say that you don't wanna talk, but it's cool
I've been thinking about you all day long, hoping you pick up your phone
Girl I know that I don't wanna lose your love
Oh baby, oh baby, oh baby

Oh girl I got a secret place that we can go
Cause I really wanna be alone
And baby nobody else gotta know
Just meet me later on the low
Don't tell me you're my heartbreaker
Cause girl my heart's breaking, heartbreaker
Don't tell me you're my heartbreaker
Cause girl my  heart's breaking, heartbreaker

So what I'm really tryna say is
And what I hope you understand
Is despite of all the imperfections of who I am
I still wanna be your man
I know it hasn't been easy for us to talk
With everyone being around but
It's just personal, this just, for me and you
And I want you to know that I still love you
And though the seasons may change
Sometimes love goes from sunshine to rain
I'm under this umbrella and I'm calling your name
And you know I don't wanna lose that, cause I still believe

I still believe in love, I still believe in us
I hope you believe in us, the way I believe in us, you don't see
Cause what you don't see is when we don't speak I really don't sleep, I wanna talk to you
And if I'd have the world in my hands I'd give it all to ya
I wanna know if you feeling, the way that I'm feeling
I wanna know if you feeling, the way that I'm, the way that I'm
And you taught me to be careful with your heart, your heart
You taught me to be careful with your heart, your heart, with your heart"
Justin Bieber,Life Is Worth Living,"Ended up on a crossroad
Tried to figure out which way to go
It's like you're stuck on a treadmill
Running in the same place
You got your hazard lights on now
Hoping that somebody would slow down
Praying for a miracle
Ooh show your grace
Had a couple dollars and a quarter tank of gas
With a long journey ahead
Seen a truck pull over
God sent an angel to help you out
He gave you direction
Showed you how to read a map
For the long journey ahead
Said it ain't over
Oh, even in the midst of doubt

Life is worth living
Life is worth living, so live another day
The meaning of forgiveness
People make mistakes, doesn't mean you have to give in
Life is worth living again

Relationship on a ski slope
Avalanche comin' down slow
Do we have enough time to salvage this love?
Feels like a blizzard in April
Cause my heart, it's just that cold
Skating on thin ice
But it's strong enough to hold us up
Seen her scream and holler
Put us both on blast
Tearing each other down
When I thought it was over
God sent in an angel to help us out
He gave us direction, showed us how to make it last
For that long journey ahead
Said it ain't ever over
Oh, even in the midst of doubt

Life is worth living
Life is worth living, so live another day
The meaning of forgiveness
People make mistakes, doesn't mean you have to give in
Life is worth living again
Life is worth living again

What I get from my reflection
Is a difference in perception?
From what the world may see
They tried to crucify me
I ain't perfect, won't deny
My reputation's on the line
So I'm working on a better me

Life is worth living
Life is worth living, so live another day
The meaning of forgiveness
People make mistakes
Only God can judge me
Life is worth living again
Another day
Life is worth living again"
Justin Bieber,Right Here,"Baby, I'm here
I'm here to stay, I ain't going nowhere
I know you're scared cause you've been hurt
Baby, it's alright
Lost in your eyes every time that you look in mine
Promise to be all that you need
I won't leave you, baby

No, cause I just wanna love you
I will never ever put nobody up above you
I just wanna kiss you, baby
I just wanna hug you 'til the end, baby, 'til the end

Cause I'm right here, ain't nobody gotta hold ya
Cause I'm right here, ain't nobody gon' control ya
Cause I'm right right here, yeah yeah
I'm right here, I'm right here, I'm right here, I'm right here, yeah
I'm right here, I'm right here, yeah
I'm right here, I'm right here, yeah

Say you'll be mine, say we'll be fine, say we'll be together
Selfish of me to ask, since I be the reason we don't last forever
Wished that you knew all that I do to make this thing go right
Promise to be all that you need
I won't leave you, baby

No, cause I just wanna love you
I will never ever put nobody else up above you
I just wanna kiss you, baby
I just wanna hug you 'til the end, baby, 'til the end

Cause I'm right here, ain't nobody gotta hold ya
Cause I'm right here, ain't nobody gon' control ya
Cause I'm right right here, yeah yeah
I'm right here, I'm right here, I'm right here, I'm right here, yeah
I'm right here, I'm right here, yeah
I'm right here, I'm right here, yeah

And I say, good girl's got her mind right
She been raised right, being patient I know you waiting
Waiting on the good things when the time's right
You should let me get to know you, baby
But I just wanna put it on you, if you want to
Baby, tell me what you gon' do, girl
I can make you feel perfect, girl, you're worth it
I just need to see you work it, girl

Cause I'm right here, ain't nobody gotta hold ya
Cause I'm right here, ain't nobody gon' control ya
Cause I'm right right here, yeah yeah
I'm right here, I'm right here, I'm right here, I'm right here, yeah
I'm right here, I'm right here, yeah
I'm right here, I'm right here, yeah

I'm right here, I'm right here, yeah yeah, woah"
Justin Bieber,We Are,"Happy birthday

You ain't gotta question it
You already know the answer
The truth'll make us relevant
Hurts but it's necessary
Don't want us to lose what we are, no
Don't want us to lose what we are
Lose what we are

If it ain't broke then we don't need to fix it
Believing in that she say'll have you livid
No they won't be happy 'til your love is over
They tryna break us up but you don't wanna get it
They ain't never had your back like I got it
They ain’t never had trust like how we got it
So they can't help but to come and hate on it
They see what we got and you know they want it
Don't question it

You ain't gotta question it
You already know the answer
The truth'll make us relevant
Hurts but it's necessary
Don't want us to lose what we are, no
Don't want us to lose what we are
Lose what we are

It's like you're always looking for a problem
But there ain't enough equations for you to solve 'em
So quick to turn nothin' right into somethin'
Take the numbers out my phone, go 'head and call 'em
They ain’t ever had my back like you got it
They ain't never had a chance, how you got it
So they can't help but to come and hate on it
They see what we got and you know they want it, don't question it

You ain't gotta question it
You already know the answer
The truth'll make us relevant
Hurts but it's necessary (yeah)
Don't want us to lose what we are
(Don't wanna lose, no)
Don't want us to lose what we are
Lose what we are

She texts me ""How's you love life?""
And ""How are you?"", I said ""I'm good""
They only get as close as you allow them to
We should be closer together
Warm oceans, better weather
Instead of us playing games forever
She says whatever
I says whatever
Who get you wetter than the half moon wearer?
HSTRY sweater
Serendipity when you with me
Swear you love that one thing we did
That one time in that one place
Blew your mind, you got my mind gone when I'm home
I'm serious girl, a much older dude, a whole 42
I've accomplished my goals, it's only you
You and I in that Wraith, retired my pimp super-fly cape
Just my Mets cap and my batch and I'm straight
Esco

You ain't gotta question it, oh
You already know the answer
The truth'll make us relevant
Hurts but it's necessary, yeah
Don't want us to lose what we are
(Don't wanna lose, no)
Don't want us to lose what we are
Lose what we are"
Justin Bieber,Been You,"Feeling the reminisce
Gone in an instance
Blink of an eye
No goodbye
I had a notion
Deep as the ocean
Blue like the sky
Oh my

Like a permanent stain
Wishing I could just wash away, away
Hate our love was in vein
But we're the blame
For all the pain
For all the pain

If I would have known
If I would have known
If I would have known
It could have been you
(Woah, woah, woah)
If I had the chance
If I had the chance
I'd make us brand new
I never wanted to be
Wanted to be
Your enemy, no, no
But if I
If I would have known
If I would have known
It could have been you
Been you

There repercussion
Of missing your loving
Haunts me at night
The ghosts are alive
All of the memories
Of serenity
Dwindle in my mind
All the time

Like a permanent stain
Wishing I could just wash away, away
Hate our love was in vein
Who was to blame
For all the pain
For all the pain

If I would have known
If I would have known
If I would have known
It could have been you
If I had a chance
If I had a chance
I'd make us brand new
I never wanted to be
Wanted to be
Your enemy, no, no
But if I
If I would have known
If I would have known
It could have been you
Been you


If I would have known
If I would have known
If I would have known
It could have been you
If I had a chance
If I had a chance
I'd make us brand new
I never wanted to be
Wanted to be
Your enemy, no, no
But if I
If I would have known
If I would have known
It could have been you
Been you"
